gene,aINS_female,Cg25_female,dlPFC_female,Nac_female,OFC_female,Sub_female,GENENAME,SYMBOL,exclusive
ENSG00000205707,0,0,0,0,1,0,electron transfer flavoprotein regulatory factor 1,ETFRF1,1
ENSG00000180198,0,0,0,0,1,0,regulator of chromosome condensation 1,RCC1,1
ENSG00000054523,0,0,0,0,1,0,kinesin family member 1B,KIF1B,1
ENSG00000065154,0,0,0,0,1,0,ornithine aminotransferase,OAT,1
ENSG00000104408,0,0,0,0,1,0,eukaryotic translation initiation factor 3 subunit E,EIF3E,1
ENSG00000164970,0,0,0,0,1,0,family with sequence similarity 219 member A,FAM219A,1
ENSG00000125124,0,0,0,0,1,0,Bardet-Biedl syndrome 2,BBS2,1
ENSG00000204962,0,0,0,0,1,0,protocadherin alpha 8,PCDHA8,1
ENSG00000171680,0,0,0,0,1,0,pleckstrin homology and RhoGEF domain containing G5,PLEKHG5,1
ENSG00000128591,0,0,0,0,1,0,filamin C,FLNC,1
ENSG00000180747,0,0,0,0,1,0,SMG1 pseudogene 3,SMG1P3,1
ENSG00000110321,0,0,0,0,1,0,eukaryotic translation initiation factor 4 gamma 2,EIF4G2,1
ENSG00000197579,0,0,0,0,1,0,TOP1 binding arginine/serine rich protein,TOPORS,1
ENSG00000185917,0,0,0,0,1,0,SET domain containing 4,SETD4,1
ENSG00000168522,0,0,0,0,1,0,"farnesyltransferase, CAAX box, alpha",FNTA,1
ENSG00000196678,0,0,0,0,1,0,ERI1 exoribonuclease family member 2,ERI2,1
ENSG00000241468,0,0,0,0,1,0,ATP synthase membrane subunit f,ATP5MF,1
ENSG00000171988,0,0,0,0,1,0,jumonji domain containing 1C,JMJD1C,1
ENSG00000108599,0,0,0,0,1,0,A-kinase anchoring protein 10,AKAP10,1
ENSG00000242485,0,0,0,0,1,0,mitochondrial ribosomal protein L20,MRPL20,1
ENSG00000197265,0,0,0,0,1,0,general transcription factor IIE subunit 2,GTF2E2,1
ENSG00000139531,0,0,0,0,1,0,sulfite oxidase,SUOX,1
ENSG00000143575,0,0,0,0,1,0,HCLS1 associated protein X-1,HAX1,1
ENSG00000155111,0,0,0,0,1,0,cyclin dependent kinase 19,CDK19,1
ENSG00000148950,0,0,0,0,1,0,inner mitochondrial membrane peptidase subunit 1,IMMP1L,1
ENSG00000184343,0,0,0,0,1,0,SRSF protein kinase 3,SRPK3,1
ENSG00000159461,0,0,0,0,1,0,autocrine motility factor receptor,AMFR,1
ENSG00000205423,0,0,0,0,1,0,CTD nuclear envelope phosphatase 1 regulatory subunit 1,CNEP1R1,1
ENSG00000188089,0,0,0,0,1,0,phospholipase A2 group IVE,PLA2G4E,1
ENSG00000135049,0,0,0,0,1,0,ATP/GTP binding protein 1,AGTPBP1,1
ENSG00000129946,0,0,0,0,1,0,SHC adaptor protein 2,SHC2,1
ENSG00000138459,0,0,0,0,1,0,solute carrier family 35 member A5,SLC35A5,1
ENSG00000219200,0,0,0,0,1,0,ribonuclease K,RNASEK,1
ENSG00000111832,0,0,0,0,1,0,RWD domain containing 1,RWDD1,1
ENSG00000183576,0,0,0,0,1,0,"SET domain containing 3, actin histidine methyltransferase",SETD3,1
ENSG00000115827,0,0,0,0,1,0,DDB1 and CUL4 associated factor 17,DCAF17,1
ENSG00000101843,0,0,0,0,1,0,"proteasome 26S subunit, non-ATPase 10",PSMD10,1
ENSG00000158428,0,0,0,0,1,0,ciliogenesis associated TTC17 interacting protein,CATIP,1
ENSG00000105866,0,0,0,0,1,0,Sp4 transcription factor,SP4,1
ENSG00000198561,0,0,0,0,1,0,catenin delta 1,CTNND1,1
ENSG00000179593,0,0,0,0,1,0,arachidonate 15-lipoxygenase type B,ALOX15B,1
ENSG00000125818,0,0,0,0,1,0,proteasome inhibitor subunit 1,PSMF1,1
ENSG00000145888,0,0,0,0,1,0,glycine receptor alpha 1,GLRA1,1
ENSG00000173402,0,0,0,0,1,0,dystroglycan 1,DAG1,1
ENSG00000197050,0,0,0,0,1,0,zinc finger protein 420,ZNF420,1
ENSG00000106302,0,0,0,0,1,0,hyaluronidase 4,HYAL4,1
ENSG00000205220,0,0,0,0,1,0,proteasome 20S subunit beta 10,PSMB10,1
ENSG00000131778,0,0,0,0,1,0,chromodomain helicase DNA binding protein 1 like,CHD1L,1
ENSG00000127184,0,0,0,0,1,0,cytochrome c oxidase subunit 7C,COX7C,1
ENSG00000230359,0,0,0,0,1,0,triosephosphate isomerase 1 pseudogene 2,TPI1P2,1
ENSG00000242247,0,0,0,0,1,0,ADP ribosylation factor GTPase activating protein 3,ARFGAP3,1
ENSG00000196166,0,0,0,0,1,0,chromosome 8 open reading frame 86,C8orf86,1
ENSG00000171551,0,0,0,0,1,0,endothelin converting enzyme like 1,ECEL1,1
ENSG00000076248,0,0,0,0,1,0,uracil DNA glycosylase,UNG,1
ENSG00000100380,0,0,0,0,1,0,ST13 Hsp70 interacting protein,ST13,1
ENSG00000127838,0,0,0,0,1,0,PNKD metallo-beta-lactamase domain containing,PNKD,1
ENSG00000005700,0,0,0,0,1,0,inhibitor of Bruton tyrosine kinase,IBTK,1
ENSG00000165269,0,0,0,0,1,0,aquaporin 7,AQP7,1
ENSG00000165269,0,0,0,0,1,0,putative aquaporin-7-like protein 3,LOC112267859,1
ENSG00000138760,0,0,0,0,1,0,scavenger receptor class B member 2,SCARB2,1
ENSG00000198088,0,0,0,0,1,0,nucleoporin 62 C-terminal like,NUP62CL,1
ENSG00000164265,0,0,0,0,1,0,secretoglobin family 3A member 2,SCGB3A2,1
ENSG00000164978,0,0,0,0,1,0,nudix hydrolase 2,NUDT2,1
ENSG00000118473,0,0,0,0,1,0,SH3GL interacting endocytic adaptor 1,SGIP1,1
ENSG00000113048,0,0,0,0,1,0,mitochondrial ribosomal protein S27,MRPS27,1
ENSG00000104679,0,0,0,0,1,0,R3H domain and coiled-coil containing 1,R3HCC1,1
ENSG00000115310,0,0,0,0,1,0,reticulon 4,RTN4,1
ENSG00000122591,0,0,0,0,1,0,family with sequence similarity 126 member A,FAM126A,1
ENSG00000213246,0,0,0,0,1,0,"SPT4 homolog, DSIF elongation factor subunit",SUPT4H1,1
ENSG00000171992,0,0,0,0,1,0,synaptopodin,SYNPO,1
ENSG00000119547,0,0,0,0,1,0,one cut homeobox 2,ONECUT2,1
ENSG00000165376,0,0,0,0,1,0,claudin 2,CLDN2,1
ENSG00000148481,0,0,0,0,1,0,MINDY lysine 48 deubiquitinase 3,MINDY3,1
ENSG00000113013,0,0,0,0,1,0,heat shock protein family A (Hsp70) member 9,HSPA9,1
ENSG00000089169,0,0,0,0,1,0,rabphilin 3A,RPH3A,1
ENSG00000089876,0,0,0,0,1,0,DEAH-box helicase 32 (putative),DHX32,1
ENSG00000111254,0,0,0,0,1,0,A-kinase anchoring protein 3,AKAP3,1
ENSG00000068796,0,0,0,0,1,0,kinesin family member 2A,KIF2A,1
ENSG00000150756,0,0,0,0,1,0,ATP synthase c subunit lysine N-methyltransferase,ATPSCKMT,1
ENSG00000105248,0,0,0,0,1,0,YJU2 splicing factor homolog,YJU2,1
ENSG00000114480,0,0,0,0,1,0,"1,4-alpha-glucan branching enzyme 1",GBE1,1
ENSG00000214253,0,0,0,0,1,0,"fission, mitochondrial 1",FIS1,1
ENSG00000005238,0,0,0,0,1,0,family with sequence similarity 214 member B,FAM214B,1
ENSG00000086200,0,0,0,0,1,0,importin 11,IPO11,1
ENSG00000086200,0,0,0,0,1,0,IPO11-LRRC70 readthrough,IPO11-LRRC70,1
ENSG00000145506,0,0,0,0,1,0,NKD inhibitor of WNT signaling pathway 2,NKD2,1
ENSG00000036565,0,0,0,0,1,0,solute carrier family 18 member A1,SLC18A1,1
ENSG00000074201,0,0,0,0,1,0,chloride nucleotide-sensitive channel 1A,CLNS1A,1
ENSG00000101940,0,0,0,0,1,0,WD repeat domain 13,WDR13,1
ENSG00000167962,0,0,0,0,1,0,zinc finger protein 598,ZNF598,1
ENSG00000213782,0,0,0,0,1,0,DEAD-box helicase 47,DDX47,1
ENSG00000143420,0,0,0,0,1,0,endosulfine alpha,ENSA,1
ENSG00000171503,0,0,0,0,1,0,electron transfer flavoprotein dehydrogenase,ETFDH,1
ENSG00000146729,0,0,0,0,1,0,nipsnap homolog 2,NIPSNAP2,1
ENSG00000143774,0,0,0,0,1,0,guanylate kinase 1,GUK1,1
ENSG00000147669,0,0,0,0,1,0,RNA polymerase II subunit K,POLR2K,1
ENSG00000151952,0,0,0,0,1,0,transmembrane protein 132D,TMEM132D,1
ENSG00000159685,0,0,0,0,1,0,coiled-coil-helix-coiled-coil-helix domain containing 6,CHCHD6,1
ENSG00000088367,0,0,0,0,1,0,erythrocyte membrane protein band 4.1 like 1,EPB41L1,1
ENSG00000095139,0,0,0,0,1,0,archain 1,ARCN1,1
ENSG00000182768,0,0,0,0,1,0,"neugrin, neurite outgrowth associated",NGRN,1
ENSG00000063244,0,0,0,0,1,0,U2 small nuclear RNA auxiliary factor 2,U2AF2,1
ENSG00000167740,0,0,0,0,1,0,cytochrome b5 domain containing 2,CYB5D2,1
ENSG00000163512,0,0,0,0,1,0,5-azacytidine induced 2,AZI2,1
ENSG00000230601,0,0,0,0,1,0,testis expressed 48,TEX48,1
ENSG00000012061,0,0,0,0,1,0,"ERCC excision repair 1, endonuclease non-catalytic subunit",ERCC1,1
ENSG00000171033,0,0,0,0,1,0,cAMP-dependent protein kinase inhibitor alpha,PKIA,1
ENSG00000134313,0,0,0,0,1,0,kinase D interacting substrate 220,KIDINS220,1
ENSG00000166979,0,0,0,0,1,0,eva-1 homolog C,EVA1C,1
ENSG00000001617,0,0,0,0,1,0,semaphorin 3F,SEMA3F,1
ENSG00000030110,0,0,0,0,1,0,BCL2 antagonist/killer 1,BAK1,1
ENSG00000261740,0,0,0,0,1,0,BOLA2-SMG1P6 readthrough,BOLA2-SMG1P6,1
ENSG00000166845,0,0,0,0,1,0,chromosome 18 open reading frame 54,C18orf54,1
ENSG00000119147,0,0,0,0,1,0,ECRG4 augurin precursor,ECRG4,1
ENSG00000227835,0,0,0,0,1,0,NA,NA,1
ENSG00000091972,0,0,0,0,1,0,CD200 molecule,CD200,1
ENSG00000164919,0,0,0,0,1,0,cytochrome c oxidase subunit 6C,COX6C,1
ENSG00000144655,0,0,0,0,1,0,cysteine and serine rich nuclear protein 1,CSRNP1,1
ENSG00000172889,0,0,0,0,1,0,EGF like domain multiple 7,EGFL7,1
ENSG00000137133,0,0,0,0,1,0,histidine triad nucleotide binding protein 2,HINT2,1
ENSG00000100209,0,0,0,0,1,0,HscB mitochondrial iron-sulfur cluster cochaperone,HSCB,1
ENSG00000269335,0,0,0,0,1,0,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma,IKBKG,1
ENSG00000161677,0,0,0,0,1,0,Josephin domain containing 2,JOSD2,1
ENSG00000128052,0,0,0,0,1,0,kinase insert domain receptor,KDR,1
ENSG00000171444,0,0,0,0,1,0,MCC regulator of WNT signaling pathway,MCC,1
ENSG00000119227,0,0,0,0,1,0,phosphatidylinositol glycan anchor biosynthesis class Z,PIGZ,1
ENSG00000104886,0,0,0,0,1,0,pleckstrin homology domain containing J1,PLEKHJ1,1
ENSG00000184924,0,0,0,0,1,0,peptidyl-tRNA hydrolase domain containing 1,PTRHD1,1
ENSG00000182872,0,0,0,0,1,0,RNA binding motif protein 10,RBM10,1
ENSG00000114204,0,0,0,0,1,0,serpin family I member 2,SERPINI2,1
ENSG00000107819,0,0,0,0,1,0,sideroflexin 3,SFXN3,1
ENSG00000215347,0,0,0,0,1,0,NA,NA,1
ENSG00000139656,0,0,0,0,1,0,small integral membrane protein 2,SMIM2,1
ENSG00000118707,0,0,0,0,1,0,TGFB induced factor homeobox 2,TGIF2,1
ENSG00000154096,0,0,0,0,1,0,Thy-1 cell surface antigen,THY1,1
ENSG00000153802,0,0,0,0,1,0,transmembrane serine protease 11D,TMPRSS11D,1
ENSG00000162191,0,0,0,0,1,0,UBX domain protein 1,UBXN1,1
ENSG00000164405,0,0,0,0,1,0,ubiquinol-cytochrome c reductase complex III subunit VII,UQCRQ,1
ENSG00000095397,0,0,0,0,1,0,whirlin,WHRN,1
ENSG00000126215,0,0,0,0,1,0,X-ray repair cross complementing 3,XRCC3,1
ENSG00000205189,0,0,0,0,1,0,zinc finger and BTB domain containing 10,ZBTB10,1
ENSG00000262583,0,0,0,0,0,1,NA,NA,1
ENSG00000284283,0,0,0,0,0,1,NA,NA,1
ENSG00000182168,0,0,0,0,0,1,unc-5 netrin receptor C,UNC5C,1
ENSG00000183185,0,0,0,0,0,1,gamma-aminobutyric acid type A receptor rho3 subunit (gene/pseudogene),GABRR3,1
ENSG00000170956,0,0,0,0,0,1,CEA cell adhesion molecule 3,CEACAM3,1
ENSG00000130522,0,0,0,0,0,1,"JunD proto-oncogene, AP-1 transcription factor subunit",JUND,1
ENSG00000254430,0,0,0,0,0,1,NA,NA,1
ENSG00000268598,0,0,0,0,0,1,NA,NA,1
ENSG00000233609,0,0,0,0,0,1,NA,NA,1
ENSG00000099331,0,0,0,0,0,1,myosin IXB,MYO9B,1
ENSG00000196072,0,0,0,0,0,1,biogenesis of lysosomal organelles complex 1 subunit 2,BLOC1S2,1
ENSG00000067048,0,0,0,0,0,1,DEAD-box helicase 3 Y-linked,DDX3Y,1
ENSG00000103569,0,0,0,0,0,1,aquaporin 9,AQP9,1
ENSG00000174576,0,0,0,0,0,1,neuronal PAS domain protein 4,NPAS4,1
ENSG00000205581,0,0,0,0,0,1,high mobility group nucleosome binding domain 1,HMGN1,1
ENSG00000115457,0,0,0,0,0,1,insulin like growth factor binding protein 2,IGFBP2,1
ENSG00000187147,0,0,0,0,0,1,ring finger protein 220,RNF220,1
ENSG00000099625,0,0,0,0,0,1,CACN subunit beta associated regulatory protein,CBARP,1
ENSG00000178585,0,0,0,0,0,1,catenin beta interacting protein 1,CTNNBIP1,1
ENSG00000101974,0,0,0,0,0,1,ATPase phospholipid transporting 11C,ATP11C,1
ENSG00000103126,0,0,0,0,0,1,axin 1,AXIN1,1
ENSG00000146540,0,0,0,0,0,1,chromosome 7 open reading frame 50,C7orf50,1
ENSG00000167130,0,0,0,0,0,1,dolichyldiphosphatase 1,DOLPP1,1
ENSG00000124205,0,0,0,0,0,1,endothelin 3,EDN3,1
ENSG00000164404,0,0,0,0,0,1,growth differentiation factor 9,GDF9,1
ENSG00000176476,0,0,0,0,0,1,SAGA complex associated factor 29,SGF29,1
ENSG00000172716,0,0,0,0,0,1,schlafen family member 11,SLFN11,1
